id,¾­¶È,Î³¶È,need
184,113.479832,22.172686,1508
185,113.479529,22.172818,1508
186,113.477585,22.168685,1508
187,113.476723,22.335308,0
188,113.476699,22.335308,0
189,113.985559,22.558826,21181.33333
190,113.984062,22.559498,74845.66667
191,113.985643,22.558831,21181.33333
192,113.985479,22.558849,21181.33333
193,113.981473,22.555635,74845.66667
194,113.984523,22.560944,74845.66667
195,113.9818,22.555687,74845.66667
196,113.981999,22.555725,74845.66667
197,113.981162,22.555677,74845.66667
198,113.984624,22.561603,21181.33333
199,113.987397,22.560165,21181.33333
200,113.987345,22.560097,21181.33333
201,113.986916,22.557132,21181.33333
202,113.988161,22.561927,21181.33333
203,113.984748,22.56159,21181.33333
204,113.986048,22.561313,21181.33333
205,113.984519,22.559297,74845.66667
206,113.979413,22.55409,97212.66667
207,113.055542,22.487977,0
208,113.780829,23.080353,2646.5
209,113.781049,23.08362,2646.5
210,112.781889,22.268282,151146.5
211,112.781622,22.266704,151146.5
212,112.782522,22.265251,151146.5
213,112.783939,22.265101,41106.6
214,112.780159,22.2658,151146.5
215,114.541603,22.852417,1
216,114.540637,22.851303,1
217,114.541105,22.851477,1
218,114.541158,22.851497,1
219,114.064511,22.968673,0
220,114.064554,22.968634,0
221,114.063325,22.96668,0
222,114.062766,22.966752,0
223,114.065366,22.972779,0
224,114.067068,22.973839,15678.5
225,114.068435,22.972381,15678.5
226,112.705872,23.323139,1915
227,112.711951,23.328684,29690
228,113.934067,22.532367,128681.8
229,113.92974,22.53134,128681.8
230,113.932513,22.526341,128681.8
231,113.931228,22.526246,128681.8
232,113.928537,22.526336,128681.8
233,113.92979,22.529546,128681.8
234,113.935395,22.524109,98491
235,113.928635,22.524355,162870.625
236,113.931984,22.525065,128681.8
237,113.92863,22.52555,128681.8
238,113.928623,22.52555,128681.8
239,112.929792,22.783964,58
240,113.8141,23.018619,48839.2
241,113.814306,23.018766,48839.2
242,113.815895,23.019799,29347.83333
243,113.816118,23.016421,29347.83333
244,113.814894,23.017741,48839.2
245,113.815546,23.021481,48839.2
246,112.495268,22.813601,0
247,113.266849,22.813779,0
248,113.273164,22.813631,0
249,113.928943,22.644719,29196.2
250,113.614954,22.901113,40506.33333
251,113.614988,22.901403,40506.33333
252,113.614929,22.90113,40506.33333
253,113.609555,22.90124,40506.33333
254,113.61779,22.903348,1150.666667
255,113.618081,22.901201,1150.666667
256,113.612198,22.902802,40506.33333
257,113.60863,22.903423,40506.33333
258,113.763891,22.961758,6073.714286
259,113.761984,22.959113,6073.714286
260,113.762945,22.962084,6073.714286
261,113.764164,22.961802,6073.714286
262,113.760752,22.957203,6073.714286
263,113.766921,22.960151,11588.75
264,113.761414,22.961382,6073.714286
265,113.763549,22.961343,6073.714286
266,113.768443,22.960216,11588.75
267,113.759106,22.961972,6073.714286
268,113.767416,22.955852,11588.75
269,113.75883,22.961344,6073.714286
270,113.763956,22.95604,6073.714286
271,113.768368,22.960249,11588.75
272,113.759044,22.96199,6073.714286
273,113.762317,22.954533,0
274,113.758674,22.961367,6073.714286
275,113.767311,22.960718,11588.75
276,113.767226,22.960753,11588.75
277,113.766922,22.960275,11588.75
278,114.523755,22.706615,15638
279,114.408354,23.148251,93569.33333
280,114.400135,23.153067,314
281,114.40015,23.14524,998.4285714
282,114.400157,23.153247,314
283,114.399903,23.148151,314
284,114.400368,23.152729,314
285,114.400158,23.152002,314
286,113.851706,23.028669,23480.6
287,113.855963,23.028372,33644
288,113.854274,23.031214,23480.6
289,113.857014,23.028233,33644
290,113.855827,23.025495,33644
291,113.849487,23.027467,23480.6
292,113.854049,23.03335,23480.6
293,113.851632,23.029743,23480.6
294,113.854938,23.025487,23480.6
295,113.855334,23.030771,23480.6
296,113.851103,23.029036,23480.6
297,113.857955,23.032505,33644
298,113.855447,23.025451,33644
299,113.856308,23.026008,33644
300,113.855931,23.024154,70129.66667
301,112.836861,23.182697,1860
302,113.305203,22.153604,0
303,113.305217,22.153711,0
304,114.441578,23.012447,3893
305,114.441642,23.012575,3893
306,114.066267,22.993258,9946
307,114.521371,23.119163,5.2
308,114.521371,23.119168,5.2
309,114.519534,23.118767,5.2
310,114.521493,23.118234,5.2
311,113.204956,23.222267,18215.77778
312,113.205245,23.218409,18215.77778
313,113.210071,23.22397,18215.77778
314,113.20588,23.222671,18215.77778
315,113.21024,23.214799,2706.155556
316,113.205353,23.222784,18215.77778
317,113.211249,23.216189,18215.77778
318,113.206631,23.223432,18215.77778
319,113.205555,23.222114,18215.77778
320,113.211207,23.215419,2706.155556
321,113.206075,23.222038,18215.77778
322,113.208398,23.21517,2706.155556
323,113.210873,23.215544,18215.77778
324,113.20939,23.215654,18215.77778
325,113.209952,23.222602,18215.77778
326,113.210648,23.21526,2706.155556
327,113.210393,23.214912,2706.155556
328,113.211194,23.215036,2706.155556
329,113.2093,23.215206,2706.155556
330,113.211479,23.215901,18215.77778
331,114.565432,22.706046,0
332,114.417853,22.819094,25233.125
333,114.412595,22.820777,5218
334,114.417513,22.821159,25233.125
335,114.41254,22.820799,5218
336,113.165054,22.50031,0
337,113.920893,23.171681,1550.428571
338,113.922252,23.165393,1550.428571
339,113.920835,23.171677,1550.428571
340,113.926106,23.165482,1079
341,113.922215,23.172394,1550.428571
342,113.920852,23.171653,1550.428571
343,113.92331,23.165319,1550.428571
344,113.923309,23.165298,1550.428571
345,113.927397,23.164072,1312
346,113.918961,23.165986,1550.428571
347,113.387995,22.596914,33347
348,113.393173,22.601402,33347
349,113.385515,22.603676,33347
350,113.021313,23.236283,31250.5
351,113.02411,23.240217,31250.5
352,113.021457,23.235252,31250.5
353,113.023562,23.238318,31250.5
354,113.02388,23.237298,31250.5
355,113.02122,23.236455,31250.5
356,113.017673,23.235478,31250.5
357,113.892175,22.978238,47683.6
358,113.890793,22.981481,47683.6
359,113.893575,22.977073,47683.6
360,113.888837,22.982112,47683.6
361,113.897019,22.981103,35739.2
362,113.890604,22.982845,47683.6
363,114.534194,22.853557,13444.5
364,114.52883,22.849064,13444.5
365,114.530181,22.846904,13444.5
366,113.097147,22.658153,0
367,114.371643,23.018368,11106.8
368,114.374377,23.017449,11106.8
369,114.371418,23.01983,11106.8
370,114.372635,23.021901,11106.8
371,114.368579,23.014293,0
372,114.37176,23.020039,11106.8
373,113.159371,23.039824,50089.33333
374,113.159328,23.040254,50089.33333
375,113.16042,23.040366,50089.33333
376,113.159378,23.039464,50089.33333
377,113.158392,23.036504,50089.33333
378,113.16099,23.036194,50089.33333
379,113.161381,23.035856,50089.33333
380,113.157379,23.043009,50089.33333
381,113.160991,23.035905,50089.33333
382,113.164597,23.040039,50089.33333
383,113.159233,23.039045,50089.33333
384,113.162313,23.043894,50089.33333
385,113.162628,23.03664,50089.33333
386,113.163349,23.035209,55629.375
387,113.164711,23.038639,28135
388,113.158572,23.043545,50089.33333
389,113.163309,23.043816,50089.33333
390,113.155166,23.036285,50089.33333
391,113.15692,23.04255,50089.33333
392,113.158655,23.039862,50089.33333
393,113.277414,22.957311,20409.28571
394,113.276138,22.957242,20409.28571
395,113.28045,22.959867,20409.28571
396,113.276245,22.955415,20409.28571
397,113.278883,22.956881,20409.28571
398,113.274915,22.955258,20409.28571
399,112.831145,23.175812,515
400,112.831864,23.175922,515
401,112.831747,23.176103,515
402,112.831722,23.176111,515
403,112.83173,23.176109,515
404,112.909492,22.716806,0
405,113.713278,23.03622,22389.6
406,113.71318,23.042623,22389.6
407,113.716443,23.038671,14233.09091
408,113.714889,23.041718,22389.6
409,113.711699,23.043031,22389.6
410,113.714614,23.042205,22389.6
411,113.717114,23.036895,14233.09091
412,113.711725,23.034845,7014.642857
413,113.712674,23.035572,7014.642857
414,113.711591,23.04309,22389.6
415,113.709686,23.041277,22389.6
416,113.708666,23.034847,7014.642857
417,113.716196,23.035814,14233.09091
418,113.710215,23.042498,22389.6
419,113.709586,23.035345,7014.642857
420,113.714867,23.038007,22389.6
421,113.709886,23.041854,22389.6
422,113.715587,23.036478,14233.09091
423,113.715059,23.043962,22389.6
424,113.718409,23.042314,14233.09091
425,114.275421,22.84961,0
426,114.270566,22.844458,0
427,113.115039,22.966119,0
428,113.597482,23.151092,4745.333333
429,113.597729,23.151069,4745.333333
430,113.597939,23.153043,4745.333333
431,113.87112,23.27463,0
432,113.535186,22.489193,66433
433,113.894498,22.748114,160253
434,113.896037,22.750313,13058.69231
435,113.895198,22.74906,160253
436,113.895214,22.749123,160253
437,113.891629,22.747078,160253
438,113.897399,22.750772,13058.69231
439,113.160428,23.158994,9148
440,113.158371,23.159648,9148
441,113.158358,23.159796,9148
442,113.158075,23.159387,9148
443,113.163866,23.16074,9148
444,113.161046,23.162333,9148
445,113.162747,23.155616,9148
446,113.951133,22.522285,30386
447,113.94898,22.522289,30386
448,112.902913,23.349555,4801.6
449,112.902834,23.349242,4801.6
450,112.904249,23.351612,4801.6
451,112.90214,23.346048,4801.6
452,112.904773,23.351321,4801.6
453,112.902063,23.346888,4801.6
454,112.903643,23.346249,4801.6
455,112.448299,23.046271,42241.33333
456,112.447856,23.046117,42241.33333
457,112.448352,23.04627,42241.33333
458,112.443001,23.047888,63160.75
459,112.450891,23.046721,42241.33333
460,112.451178,23.046671,42241.33333
461,112.45141,23.048012,42241.33333
462,112.442927,23.048494,63160.75
463,112.443463,23.048574,63160.75
464,112.443001,23.047845,63160.75
465,113.912423,22.920256,176483
466,113.916099,22.922067,30883.8
467,113.918406,22.918308,30883.8
468,113.916716,22.922263,30883.8
469,113.91741,22.923238,30883.8
470,113.914545,22.917923,30883.8
471,113.917515,22.923388,30883.8
472,114.113926,22.577794,12903.31579
473,114.114407,22.579887,12903.31579
474,114.112419,22.582021,12903.31579
475,114.115317,22.581368,40400
476,114.110631,22.579129,12903.31579
477,114.112582,22.583466,12903.31579
478,114.109414,22.576862,12903.31579
479,114.116708,22.582672,40400
480,114.11525,22.582751,40400
481,114.117807,22.580753,40400
482,114.109292,22.582646,12903.31579
483,114.116405,22.574647,508465.5
484,114.111861,22.582932,12903.31579
485,114.112538,22.582975,12903.31579
486,114.111828,22.583557,12903.31579
487,114.110496,22.577681,12903.31579
488,114.118336,22.580563,40400
489,114.112434,22.583919,12903.31579
490,114.112578,22.582859,12903.31579
491,114.112037,22.583188,12903.31579
492,113.254457,23.088241,222870.1667
493,113.253378,23.092048,222870.1667
494,113.25248,23.092683,222870.1667
495,113.252509,23.092685,222870.1667
496,113.25442,23.092861,222870.1667
497,113.244878,23.085378,222870.1667
498,113.254885,23.089728,222870.1667
499,113.25395,23.092704,222870.1667
500,113.578281,23.512293,5281
501,113.577944,23.512589,5281
502,113.577448,23.512855,5281
503,113.576629,23.512728,5281
504,113.577857,23.513191,5281
505,113.090297,22.608969,21439.66667
506,113.089232,22.610061,21439.66667
507,113.090609,22.608947,21439.66667
508,113.090028,22.610701,21439.66667
509,113.09007,22.610598,21439.66667
510,113.091371,22.606377,21439.66667
511,113.091197,22.606357,21439.66667
512,113.087875,22.610163,21439.66667
513,113.087286,22.606625,21439.66667
514,113.085051,22.610109,21439.66667
515,113.086672,22.605393,21439.66667
516,113.089957,22.61399,21439.66667
517,113.092261,22.613484,21439.66667
518,113.091514,22.612978,21439.66667
519,113.085493,22.612747,21439.66667
520,113.089615,22.605047,21439.66667
521,113.08552,22.611395,21439.66667
522,113.085417,22.612756,21439.66667
523,113.09096,22.606909,21439.66667
524,113.085785,22.612962,21439.66667
525,113.00582,22.930234,0
526,114.440641,22.766588,5927.2
527,114.440542,22.772086,5927.2
528,114.440114,22.771734,5927.2
529,114.445739,22.766327,0
530,112.692078,22.8572,174.4
531,112.690836,22.856898,174.4
532,112.690572,22.858772,174.4
533,112.691192,22.857019,174.4
534,112.693234,22.857261,174.4
535,113.25115,22.758536,58110.66667
536,113.250941,22.757789,58110.66667
537,113.246151,22.761776,58110.66667
538,113.247449,22.75491,26500.8
539,114.47562,23.05213,0
540,114.475972,23.050294,0
541,114.477878,23.046664,0
542,114.477117,23.046796,0
543,114.471802,23.045774,0
544,114.476465,23.046019,0
545,114.476633,23.04663,0
546,114.102533,22.838689,33479.5
547,114.102743,22.838586,33479.5
548,114.107488,22.841932,0
549,114.101301,22.842891,33479.5
550,114.100446,22.834241,38310.2
551,113.861349,22.742873,318.5
552,113.53759,22.21926,37070.69231
553,113.540519,22.217285,37070.69231
554,113.538842,22.216886,37070.69231
555,113.542313,22.22133,37070.69231
556,113.53649,22.21949,37070.69231
557,113.535173,22.21964,85899.66667
558,113.540412,22.217443,37070.69231
559,113.53672,22.217486,37070.69231
560,113.543979,22.219835,37070.69231
561,113.535458,22.218778,85899.66667
562,113.538593,22.215926,37070.69231
563,113.5382,22.22317,37070.69231
564,113.542505,22.216233,37070.69231
565,113.543678,22.21925,37070.69231
566,113.544048,22.218425,37070.69231
567,113.544065,22.218434,37070.69231
568,113.542826,22.22207,37070.69231
569,113.543695,22.216745,37070.69231
570,113.543203,22.222651,37070.69231
571,113.537351,22.223189,37070.69231
572,113.305775,22.3781,0
573,113.279332,23.088101,12053.33333
574,113.281012,23.091093,12053.33333
575,113.282588,23.088285,12053.33333
576,113.280176,23.087043,12053.33333
577,113.28132,23.088002,12053.33333
578,113.28005,23.087023,12053.33333
579,113.281991,23.087053,12053.33333
580,113.27624,23.089621,12053.33333
581,113.281193,23.092015,12053.33333
582,113.281547,23.09221,12053.33333
583,113.282527,23.090658,12053.33333
584,113.283238,23.090941,12053.33333
585,113.283419,23.091013,12053.33333
586,113.282666,23.090083,12053.33333
587,113.278772,23.093189,12053.33333
588,113.28384,23.09116,12053.33333
589,113.284082,23.08685,12053.33333
590,113.283264,23.090951,12053.33333
591,113.276138,23.088957,20409.28571
592,113.282301,23.091851,12053.33333
593,114.365266,23.08993,75880
594,114.361912,23.087597,5090.333333
595,114.365275,23.089942,75880
596,114.361787,23.087649,5090.333333
597,114.359601,23.089634,5090.333333
598,114.033723,22.918009,29674
599,114.035852,22.918551,187
600,114.034408,22.918672,29674
601,114.034567,22.91694,29674
602,114.034754,22.920511,29674
603,114.034394,22.918744,29674
604,114.034131,22.918078,29674
605,114.034489,22.9206,29674
606,114.033505,22.921763,29674
607,114.034016,22.915806,29674
608,114.037693,22.920182,187
609,114.034401,22.918742,29674
610,114.028518,22.914504,1614.75
611,114.028543,22.914486,1614.75
612,114.030251,22.914682,1614.75
613,113.30042,23.080532,4712.52
614,113.298151,23.079764,4712.52
615,113.299058,23.078204,4712.52
616,113.29926,23.080677,4712.52
617,113.299499,23.080649,4712.52
618,113.298528,23.078875,4712.52
619,113.300323,23.08056,4712.52
620,113.299335,23.078088,4712.52
621,113.299821,23.082832,4712.52
622,113.297407,23.080425,4712.52
623,113.298935,23.076922,4712.52
624,113.298423,23.076189,4712.52
625,113.300582,23.080535,4712.52
626,113.298378,23.076229,4712.52
627,113.298438,23.076335,4712.52
628,113.301682,23.076442,4712.52
629,113.300261,23.076972,4712.52
630,113.298991,23.075142,45314
631,113.299079,23.076376,4712.52
632,113.295894,23.080545,4712.52
633,114.227171,22.55276,8186
634,114.227323,22.552726,8186
635,114.227341,22.552722,8186
636,114.22727,22.552738,8186
637,114.225846,22.553045,8186
638,114.225927,22.55331,8186
639,114.227214,22.544755,0
640,114.225874,22.553026,8186
641,114.227364,22.552754,8186
642,114.226067,22.552902,8186
643,114.227365,22.552778,8186
644,114.227653,22.550732,8186
645,114.226991,22.552262,8186
646,114.22513,22.553691,8186
647,114.226067,22.55301,8186
648,114.226589,22.552623,8186
649,113.240347,22.710798,25886.5
650,113.23717,22.711206,25886.5
651,113.23615,22.709203,25886.5
652,113.238972,22.711502,25886.5
653,113.236097,22.709237,25886.5
654,113.243628,22.705072,25886.5
655,113.234965,22.712926,25886.5
656,113.244876,22.707749,7145.352941
657,113.244228,22.706472,25886.5
658,113.244412,22.704863,7145.352941
659,113.74432,23.047916,40852.14286
660,113.740561,23.049536,40852.14286
661,113.740938,23.047023,40852.14286
662,113.746151,23.05056,25322
663,113.746958,23.051881,25322
664,113.739641,23.045006,35255.5
665,113.739452,23.044362,35255.5
666,113.74762,23.052847,25322
667,113.73963,23.044581,35255.5
668,113.74763,23.053385,25322
669,114.453349,23.087194,12747.30769
670,114.453976,23.089187,12747.30769
671,114.453352,23.087825,12747.30769
672,114.451956,23.088804,12747.30769
673,114.455235,23.089997,12747.30769
674,114.451103,23.091351,12747.30769
675,114.453446,23.087848,12747.30769
676,114.450385,23.08869,12747.30769
677,114.451708,23.088554,12747.30769
678,114.453288,23.087137,12747.30769
679,114.450362,23.088695,12747.30769
680,114.452541,23.085311,12747.30769
681,114.450134,23.091841,12747.30769
682,114.453772,23.093712,12747.30769
683,114.450117,23.091822,12747.30769
684,114.454104,23.087232,12747.30769
685,114.454497,23.093542,12747.30769
686,114.023848,23.052596,33975
687,114.02678,23.05092,3131.428571
688,114.028461,23.048175,3131.428571
689,114.027197,23.052318,3131.428571
690,114.026052,23.052666,3131.428571
691,114.027366,23.052149,3131.428571
692,114.028038,23.047896,3131.428571
693,114.025405,23.051274,3131.428571
694,114.026765,23.050908,3131.428571
695,114.028034,23.047944,3131.428571
696,114.028239,23.051134,3131.428571
697,114.028265,23.051107,3131.428571
698,113.220661,22.998222,8930.4
699,113.220744,22.998103,8930.4
700,113.215781,23.003028,8930.4
701,113.219965,22.999647,8930.4
702,113.220832,22.999052,8930.4
703,113.21992,23.00238,8930.4
704,113.215086,22.999534,8853.533333
705,114.069526,22.671936,28936
706,114.069571,22.673081,28936
707,114.06889,22.6736,28936
708,114.164484,22.729335,19984.33333
709,114.167242,22.726855,19984.33333
710,114.16461,22.732551,19984.33333
711,114.167184,22.731979,19984.33333
712,114.166923,22.730102,19984.33333
713,114.159937,22.729995,29229.5
714,114.163321,22.728306,29229.5
715,114.167517,22.728532,19984.33333
716,113.20026,23.000366,9222.2
717,113.198379,22.999397,9222.2
718,113.199425,23.001332,9222.2
719,113.201838,22.999443,9222.2
720,113.200544,22.997542,9222.2
721,113.197663,22.996712,9222.2
722,113.201659,22.996497,9222.2
723,113.196076,23.000412,9222.2
724,113.200147,22.996628,9222.2
725,113.196335,22.998485,9222.2
726,113.198247,22.996629,9222.2
727,113.201517,22.996829,9222.2
728,113.199977,22.99533,9222.2
729,113.19758,23.000358,9222.2
730,113.197089,22.998631,9222.2
731,113.2032,22.996457,9222.2
732,113.203114,22.996518,9222.2
733,113.19513,22.997614,9222.2
734,113.197429,22.996695,9222.2
735,113.203834,22.99645,9222.2
736,113.269347,22.68909,12258
737,113.265611,22.686967,12258
738,113.26534,22.687412,12258
739,113.265334,22.687377,12258
740,113.266023,22.687011,12258
741,113.265686,22.686951,12258
742,113.265341,22.68741,12258
743,113.270035,22.687802,12258
744,114.173884,22.678285,12822.75
745,114.173266,22.679047,12822.75
746,114.175066,22.680006,12822.75
747,114.176313,22.679745,522
748,114.176475,22.679993,522
749,114.168986,22.677618,12822.75
750,114.178271,22.681141,522
751,113.336151,22.201827,453
752,113.336884,22.20265,453
753,113.336277,22.201882,453
754,113.33536,22.201405,453
755,114.28516,22.713859,0
756,114.28698,22.71098,1336.6
757,114.285211,22.713939,0
758,113.703283,22.828816,30854.5
759,113.703311,22.828813,30854.5
760,113.704634,22.82796,29494.46154
761,113.703987,22.828204,30854.5
762,113.706473,22.828199,29494.46154
763,113.704789,22.827887,29494.46154
764,113.706418,22.828016,29494.46154
765,113.705222,22.827925,29494.46154
766,113.706292,22.828194,29494.46154
767,113.706588,22.828174,29494.46154
768,113.707468,22.828724,29494.46154
769,113.6995,22.83253,30854.5
770,113.702798,22.829192,30854.5
771,113.702834,22.82919,30854.5
772,113.699584,22.831501,30854.5
773,113.704879,22.827727,29494.46154
774,113.708357,22.831941,29494.46154
775,113.706607,22.828849,29494.46154
776,113.699357,22.832097,30854.5
777,113.699421,22.832362,30854.5
778,113.848336,23.043364,1592.538462
779,113.848279,23.043535,1592.538462
780,114.063453,22.798468,60455.75
781,114.063453,22.798468,60455.75
782,114.067213,22.801005,33142
783,114.066391,22.798213,33142
784,114.059487,22.800054,60455.75
785,114.06843,22.797495,33142
786,114.06568,22.796082,33142
787,114.065665,22.796064,33142
788,113.106675,22.91011,0
789,113.106106,22.913846,0
790,113.105674,22.913522,0
791,113.107144,22.913996,0
792,114.192051,22.727616,48000.5
793,114.192854,22.726305,48000.5
794,114.192021,22.727594,48000.5
795,114.1933,22.726591,48000.5
796,114.189722,22.725732,48000.5
797,114.190578,22.727519,48000.5
798,114.189618,22.727216,48000.5
799,114.194743,22.727926,21998
800,114.198228,22.730718,21998
801,113.139809,23.13972,8479
802,113.138291,23.143708,8479
803,114.07409,22.893923,0
804,114.074722,22.893995,0
805,114.073924,22.893923,0
806,113.80447,22.788521,18367.22222
807,113.806382,22.788163,3926.3
808,113.806389,22.788007,3926.3
809,113.800401,22.789288,18367.22222
810,113.806624,22.788716,3926.3
811,113.806684,22.786436,3926.3
812,113.805898,22.787368,3926.3
813,113.803877,22.793946,18367.22222
814,113.806899,22.786168,3926.3
815,113.806922,22.786131,3926.3
816,113.806643,22.793146,3926.3
817,113.806106,22.786171,3926.3
818,113.80385,22.793876,18367.22222
819,113.800451,22.78961,18367.22222
820,113.800421,22.789458,18367.22222
821,113.798862,22.792426,18367.22222
822,113.8036,22.791777,18367.22222
823,113.800764,22.788653,18367.22222
824,113.804574,22.792408,18367.22222
825,113.800451,22.789565,18367.22222
826,112.828612,22.928769,15715
827,113.717003,22.90785,302
828,113.814262,22.928548,36979.33333
829,113.814882,22.928491,36979.33333
830,113.811896,22.928903,36979.33333
831,113.813153,22.927599,36979.33333
